<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000020AC5853D80>
[-40.47808838 -41.38446045 -40.34860611]
[-39.44223022 -40.86653137 -39.57171249]
[-38.27689362 -39.57171249 -37.88844681]
[-40.60757065 -41.90238953 -41.51394653]
[-40.86653137 -42.6145401  -41.70816803]
[-40.73705292 -43.19721222 -41.77291107]
[-38.40637207 -39.31275177 -37.62948227]
[-40.34860611 -41.12549591 -39.89541626]
[-41.06075668 -41.44920349 -40.1543808 ]
[-40.47808838 -39.70119476 -39.11852646]
[-38.08267212 -36.85258865 -36.59362411]
[-38.08267212 -38.08267212 -37.62948227]
[-39.57171249 -38.92430115 -40.08964157]
[-39.31275177 -39.83067703 -39.50697327]
[-35.10457993 -35.55776978 -35.42828751]
[-37.56473923 -38.40637207 -37.62948227]
[-39.63645172 -40.28386688 -40.47808838]
[-39.70119476 -40.54283142 -40.08964157]
[-36.85258865 -37.75896454 -37.5       ]
[-37.37051773 -39.89541626 -38.14740753]
[-41.77291107 -43.77988052 -43.06772995]
[-41.25498199 -43.13246918 -41.12549591]
[-36.65836716 -37.62948227 -35.23406219]
[-39.24800873 -40.67230988 -38.73007965]
[-40.54283142 -40.73705292 -40.34860611]
[-40.67230988 -40.08964157 -40.08964157]
[-37.75896454 -36.78784943 -37.04681396]
[-38.08267212 -38.08267212 -37.62948227]
[-39.57171249 -38.92430115 -39.63645172]
[-39.83067703 -40.08964157 -40.02490234]
[-37.04681396 -37.43526077 -38.14740753]
[-39.44223022 -39.9601593  -39.89541626]
[-40.08964157 -41.31972122 -40.28386688]
[-38.66533661 -39.57171249 -39.37748718]
[-39.05378723 -40.67230988 -39.76593781]
[-39.9601593  -41.8376503  -40.67230988]
[-41.12549591 -43.7151413  -42.67928314]
[-39.70119476 -41.12549591 -39.50697327]
[-38.40637207 -39.83067703 -37.6942215 ]
[-40.1543808  -41.19023895 -39.44223022]
[-40.1543808  -39.57171249 -38.92430115]
[-39.11852646 -37.82370377 -38.21215057]
[-38.53585815 -38.34163284 -38.08267212]
[-39.57171249 -38.92430115 -39.76593781]
[-39.37748718 -39.89541626 -39.70119476]
[-37.62948227 -38.21215057 -37.82370377]
[-40.47808838 -40.99601746 -40.1543808 ]
[-39.83067703 -40.99601746 -39.89541626]
[-39.57171249 -40.80179214 -39.76593781]
[-38.66533661 -40.73705292 -39.50697327]
[-40.99601746 -43.00299072 -41.90238953]
[-40.99601746 -43.58565521 -42.16135406]
[-38.40637207 -39.31275177 -37.62948227]
[-40.34860611 -41.12549591 -39.89541626]
[-41.06075668 -41.44920349 -40.1543808 ]
[-40.47808838 -39.70119476 -39.11852646]
[-38.08267212 -36.85258865 -36.59362411]
[-38.08267212 -38.08267212 -37.62948227]
[-39.31275177 -38.53585815 -39.63645172]
[-39.50697327 -39.83067703 -39.83067703]
[-35.10457993 -35.55776978 -35.42828751]
[-37.56473923 -38.40637207 -37.62948227]
[-41.12549591 -41.90238953 -41.06075668]
[-38.79482269 -39.50697327 -39.37748718]
[-37.95318604 -38.73007965 -39.05378723]
[-38.08267212 -40.28386688 -38.92430115]
[-41.8376503  -43.77988052 -43.32669067]
[-40.41334534 -42.74402618 -40.86653137]
[-38.53585815 -39.89541626 -38.27689362]
[-39.63645172 -40.86653137 -38.92430115]
[-40.34860611 -40.1543808  -40.1543808 ]
[-39.57171249 -39.37748718 -39.05378723]
